Level,Category,Sentence
B2,CLAUSES/phrases/exclamations,Can't we just stay here forever?
B2,CLAUSES/phrases/exclamations,Won't it be fun to explore together?
B2,CLAUSES/phrases/exclamations,Don't you think that's a brilliant idea?
B2,CLAUSES/phrases/exclamations,Couldn't we use a little more creativity?
B2,CLAUSES/phrases/exclamations,Hasn't the weather been perfect lately?
B2,CLAUSES/phrases/exclamations,Isn't life full of surprises?
C2,CLAUSES/phrases/exclamations,How I wish I could turn back time.
C2,CLAUSES/phrases/exclamations,How I admire your dedication to your craft.
C2,CLAUSES/phrases/exclamations,How I miss the days when life was simpler.
C2,CLAUSES/phrases/exclamations,How I envy your ability to stay calm under pressure.
C2,CLAUSES/phrases/exclamations,How I regret not telling her how much she meant to me.
C2,CLAUSES/phrases/exclamations,How I cherish the memories we made together.
C2,CLAUSES/phrases/exclamations,How I wish I had the courage to pursue my dreams.
C2,CLAUSES/phrases/exclamations,How I appreciate your support during these difficult times.
C2,CLAUSES/phrases/exclamations,How I long for the day when we can be together again.
C2,CLAUSES/phrases/exclamations,How I wonder what the future holds for us.
C2,CLAUSES/phrases/exclamations,How quickly he solved the problem amazed everyone.
C2,CLAUSES/phrases/exclamations,How beautifully she sang the national anthem.
C2,CLAUSES/phrases/exclamations,How easily he manipulated the situation left us all speechless.
C2,CLAUSES/phrases/exclamations,How strangely the events unfolded surprised everyone.
C2,CLAUSES/phrases/exclamations,How slowly time seemed to pass during the lecture.
C2,CLAUSES/phrases/exclamations,How loudly the crowd cheered at the game.
C2,CLAUSES/phrases/exclamations,How unexpectedly the storm hit the town.
C2,CLAUSES/phrases/exclamations,How fiercely they debated the issue in the meeting.
C2,CLAUSES/phrases/exclamations,How perfectly the plan was executed by the team.
A2,CLAUSES/relative,I watched it with my brother who was also interested in sports.
A2,CLAUSES/relative,It's given by Jenny who is one of my best friends.
A2,CLAUSES/relative,I want my mobile before this afternoon because my parents who are in Japan will call me.
A2,CLAUSES/relative,She has a dog who loves to play fetch.
A2,CLAUSES/relative,He met a man who spoke seven languages.
A2,CLAUSES/relative,"My teacher, who has been teaching for 20 years, is very experienced."
A2,CLAUSES/relative,"The movie star, who is also a singer, performed at the concert."
A2,CLAUSES/relative,"We visited a museum that had a famous painting, which was created by an artist who lived in the 1800s."
A2,CLAUSES/relative,"The book, which was written by a Nobel Prize winner, is very popular."
A2,CLAUSES/relative,"The restaurant, which is owned by a chef who trained in France, serves excellent food."
A2,CLAUSES/relative,The man who found the treasure was very rich.
A2,CLAUSES/relative,She is the teacher who always helps her students.
A2,CLAUSES/relative,My friend who lives in Paris visits me often.
A2,CLAUSES/relative,The book who has a red cover is very interesting.
A2,CLAUSES/relative,He is the doctor who saved many lives during the pandemic.
A2,CLAUSES/relative,The girl who sings beautifully is my sister.
A2,CLAUSES/relative,I met a person who speaks five languages fluently.
A2,CLAUSES/relative,The artist who painted this picture is very famous.
A2,CLAUSES/relative,My neighbor who has a dog is very friendly.
A2,CLAUSES/relative,The chef who cooks at the restaurant is from Italy.
A2,CLAUSES/relative,"I bought a new laptop, which has a fast processor."
A2,CLAUSES/relative,"We went to the park, which was filled with beautiful flowers."
A2,CLAUSES/relative,"She baked a cake, which tasted delicious."
A2,CLAUSES/relative,"They moved to a new house, which has a big garden."
A2,CLAUSES/relative,"He bought a car, which is very fuel-efficient."
A2,CLAUSES/relative,"We watched a movie, which was quite thrilling."
A2,CLAUSES/relative,"They visited the beach, which was crowded with people."
A2,CLAUSES/relative,"She wrote a book, which became a bestseller."
A2,CLAUSES/relative,"He bought a painting, which is very valuable."
A2,CLAUSES/relative,"We had dinner at a restaurant, which serves excellent food."
A2,CLAUSES/relative,The book which is on the table belongs to me.
A2,CLAUSES/relative,She ate the cake which was on the plate.
A2,CLAUSES/relative,The car which is parked outside is very old.
A2,CLAUSES/relative,He bought a bike which has a basket on the front.
A2,CLAUSES/relative,The movie which we watched last night was really scary.
A2,CLAUSES/relative,The dog which is barking is my neighbor's.
A2,CLAUSES/relative,The pen which writes smoothly is my favorite.
A2,CLAUSES/relative,The park which has a playground is very popular.
A2,CLAUSES/relative,The song which we heard on the radio was very catchy.
A2,CLAUSES/relative,The school which is near my house is very big.
A2,CLAUSES/relative,The book that I read last night was very interesting.
A2,CLAUSES/relative,The car that I bought is very fast.
A2,CLAUSES/relative,The movie that we watched was very scary.
A2,CLAUSES/relative,The restaurant that we went to was very expensive.
A2,CLAUSES/relative,The shoes that I wear are very comfortable.
A2,CLAUSES/relative,The gift that she gave me was very thoughtful.
A2,CLAUSES/relative,The song that I like is very catchy.
A2,CLAUSES/relative,The game that we played was very fun.
A2,CLAUSES/relative,The school that I go to is very big.
A2,CLAUSES/relative,The cake that we baked was very delicious.
A2,CLAUSES/relative,"The book, which I borrowed from the library, is very interesting."
A2,CLAUSES/relative,"The cake, which my mom baked, was delicious."
A2,CLAUSES/relative,"The movie, which we watched last night, was really scary."
A2,CLAUSES/relative,"The gift, which my friend sent, was very thoughtful."
A2,CLAUSES/relative,"The report, which the boss asked for, is ready."
A2,CLAUSES/relative,"The dress, which I bought yesterday, fits perfectly."
A2,CLAUSES/relative,"The song, which we heard on the radio, is very catchy."
A2,CLAUSES/relative,"The painting, which my uncle gave me, is very valuable."
A2,CLAUSES/relative,"The letter, which I wrote, was sent yesterday."
A2,CLAUSES/relative,"The game, which we played, was very exciting."
A2,CLAUSES/relative,The book which I bought yesterday is very interesting.
A2,CLAUSES/relative,The movie which we watched last night was really scary.
A2,CLAUSES/relative,The dress which she wore to the party was beautiful.
A2,CLAUSES/relative,The car which he drives is very fast.
A2,CLAUSES/relative,The cake which we baked together was delicious.
A2,CLAUSES/relative,The school which my brother attends is very big.
A2,CLAUSES/relative,The park which we visited last weekend was lovely.
A2,CLAUSES/relative,The song which they played at the concert was amazing.
A2,CLAUSES/relative,The restaurant which we went to for dinner was expensive.
A2,CLAUSES/relative,The toy which he got for his birthday is fun to play with.
A2,CLAUSES/relative,The book you borrowed is very interesting.
A2,CLAUSES/relative,The car I bought last week is very fast.
A2,CLAUSES/relative,The movie we watched yesterday was very scary.
A2,CLAUSES/relative,The restaurant you recommended is very expensive.
A2,CLAUSES/relative,The dress she wore to the party was very beautiful.
A2,CLAUSES/relative,The laptop I use for work is very slow.
A2,CLAUSES/relative,The park we visited last weekend was very crowded.
A2,CLAUSES/relative,The song you mentioned is very popular.
A2,CLAUSES/relative,The hotel we stayed in was very comfortable.
A2,CLAUSES/relative,The teacher I had last year was very strict.
B1,CLAUSES/relative,"The book I borrowed from the library, a thriller by Stephen King, was the one who kept me up all night."
B1,CLAUSES/relative,"The movie we watched last night, a sci-fi blockbuster, was the one who left us speechless."
B1,CLAUSES/relative,"The cake she baked for the party, a chocolate delight, was the one who everyone raved about."
B1,CLAUSES/relative,"The car he bought last month, a sleek black sedan, was the one who impressed all his friends."
B1,CLAUSES/relative,"The dress she wore to the wedding, a vintage masterpiece, was the one who turned heads."
B1,CLAUSES/relative,"The song they played at the concert, a classic rock hit, was the one who everyone sang along to."
B1,CLAUSES/relative,"The restaurant we dined at, a cozy Italian place, was the one who served the best pasta."
B1,CLAUSES/relative,"The painting he bought at the auction, a Monet masterpiece, was the one who cost him a fortune."
B1,CLAUSES/relative,"The hotel we stayed at, a luxurious resort, was the one who provided the best service."
B1,CLAUSES/relative,The book that I borrowed from the library is very interesting.
B1,CLAUSES/relative,The movie that he recommended to me is really scary.
B1,CLAUSES/relative,The restaurant that we went to last night had amazing food.
B1,CLAUSES/relative,The car that she bought last month is very fast.
B1,CLAUSES/relative,The song that they played on the radio was very catchy.
B1,CLAUSES/relative,The dress that I saw in the shop window is beautiful.
B1,CLAUSES/relative,The teacher that gave us the homework is very strict.
B1,CLAUSES/relative,The park that we visited on Sunday is very peaceful.
B1,CLAUSES/relative,The laptop that I use for work is very reliable.
B1,CLAUSES/relative,The phone that I lost last week was very expensive.
B1,CLAUSES/relative,We have a new employee whose name is Mary Watts.
B1,CLAUSES/relative,"It was a very famous football player, whose name was known all over the world."
B1,CLAUSES/relative,"I have many friends but I'll tell you about my best friend, whose name is Nicos."
B1,CLAUSES/relative,He has got a friend whose name is Robert.
B1,CLAUSES/relative,"The man whose name I can't remember, wrote a serious looking message."
B1,CLAUSES/relative,The teacher whose name is Mrs. Johnson is very kind.
B1,CLAUSES/relative,"The book whose name is ""The Great Gatsby"" is a classic."
B1,CLAUSES/relative,She met a singer whose name is Taylor Swift.
B1,CLAUSES/relative,The company whose name is Apple is very successful.
B1,CLAUSES/relative,The restaurant whose name I forgot has excellent food.
B1,CLAUSES/relative,The city where I live is very nice and extremely charming.
B1,CLAUSES/relative,The place where we had our first date is now a popular restaurant.
B1,CLAUSES/relative,The park where we used to play is being renovated.
B1,CLAUSES/relative,The town where my grandparents live is very small and quiet.
B1,CLAUSES/relative,The beach where we spent our summer vacation was beautiful.
B1,CLAUSES/relative,The museum where I saw the exhibition is quite famous.
B1,CLAUSES/relative,The school where I studied is now a university.
B1,CLAUSES/relative,The village where my family comes from is very traditional.
B1,CLAUSES/relative,The café where we meet every week has a great atmosphere.
B1,CLAUSES/relative,The mountain where we went hiking was breathtaking.
B1,CLAUSES/relative,The reason why she was late is because she got stuck in traffic.
B1,CLAUSES/relative,This is the reason why they decided to cancel the event.
B1,CLAUSES/relative,The reason why he left early was that he wasn't feeling well.
B1,CLAUSES/relative,This is the reason why the company is facing financial difficulties.
B1,CLAUSES/relative,The reason why she didn't attend the meeting is still unclear.
B1,CLAUSES/relative,This is the reason why we need to improve our communication.
B1,CLAUSES/relative,The reason why he was chosen for the role is his experience.
B1,CLAUSES/relative,This is the reason why the project was delayed.
B1,CLAUSES/relative,The reason why they broke up is because of long-distance.
B1,CLAUSES/relative,This is the reason why we should invest in renewable energy.
B1,CLAUSES/relative,"The day when he had to go back to Korea, I could not stop myself crying."
B1,CLAUSES/relative,I really remember the day when I lost my suitcase in the airport.
B1,CLAUSES/relative,"I was in the class at the time when they made the movie, so you will be able to see me on TV."
B1,CLAUSES/relative,The summer when we went to the beach was the best time of my life.
B1,CLAUSES/relative,The year when I graduated from university was a very special time for me.
B1,CLAUSES/relative,"The moment when she said ""I do"" was the happiest day of my life."
B1,CLAUSES/relative,The week when we had to stay at home was really boring.
B1,CLAUSES/relative,The month when I started my new job was very stressful.
B1,CLAUSES/relative,The holiday when we visited Paris was unforgettable.
B1,CLAUSES/relative,The evening when we had the party was full of fun and laughter.
B1,CLAUSES/relative,The thing that made the party special was the live music.
B1,CLAUSES/relative,The person who helped me with my homework was my sister.
B1,CLAUSES/relative,The only one who understood the problem was the teacher.
B1,CLAUSES/relative,The thing that surprised me the most was the sudden change in weather.
B1,CLAUSES/relative,The person who won the race was the youngest competitor.
B1,CLAUSES/relative,The only one who could solve the puzzle was the smartest kid in class.
B1,CLAUSES/relative,The thing that impressed everyone was the beautiful sunset.
B1,CLAUSES/relative,The person who organized the event was very efficient.
B1,CLAUSES/relative,The only one who knew the answer was the student who studied hard.
B1,CLAUSES/relative,The thing that made the trip memorable was the amazing scenery.
B2,CLAUSES/relative,The book which I borrowed from the library is very interesting.
B2,CLAUSES/relative,The car that I bought last year is still in good condition.
